,xcoord,ycoord,year,datestop,timestop,crimsusp,arstmade,addrtyp,rescode,premtype,premname,addrnum,stname,stinter,crossst,city,state,zip,lat,long
154,1017253,179964,2015,1042015,1755,CPW,Y,L, , ,3DR FLOOR,758,STANLEY AVENUE,ASHFORD STREET,SCHENCK AVENUE,BROOKLYN, , ,42.716766,-77.872044
155,999204,215294,2015,1042015,1836,MAKING GRAFFITI,N,L, , ,STREET,40-04,VERNON BOULEVARD,QUEENS BRIDGE PARK,38 AVENUE,QUEENS, , ,40.714269,-74.005973
156,999204,215294,2015,1042015,1836,MAKING GRAFFITI,N,L, , ,STREET,40-04,VERNON BOULEVARD,QUEENS BRIDGE PARK,38 AVENUE,QUEENS, , ,40.714269,-74.005973
157,1000678,230719,2015,1042015,2010,CPW,N,L, , ,SIDEWALK, , ,LEXINGTON AVENUE,EAST 118 STREET,MANHATTAN, , ,40.797944,-73.94212
158,1006336,179391,2015,1042015,2010,FEL,N,L, , ,SIDEWALK STREET,9507,KINGS HIGHWAY,EAST 96 STREET,EAST 95 STREET,BROOKLYN, , ,43.069489,-77.543778
159,1041978,186995,2015,1042015,2020,FEL,N,L, , ,SIDEWALK, , ,118 AVENUE,SUTPHIN BOULEVARD,QUEENS, , ,40.714269,-74.005973
160,1022783,245933,2015,1052015,930,FEL,N,L, , ,PARKCHESTER BUILDING,1960,EAST TREMONT AVENUE,DOGWOOD DRIVE,UNIONPORT ROAD,BRONX, , ,43.060975,-77.240121
161,1010982,201636,2015,1052015,1205,UNAUTHORIZED USE,Y,L, , ,RESIDENTIAL,58-32,61 STREET,59 AVENUE,FLUSHING AVENUE,QUEENS, , ,40.764757,-73.970497
162,994791,153973,2015,1052015,1307,MISD,N,L, , ,STREET,725,AVENUE Y,CONEY ISLAND AVENUE,EAST 7 STREET,BROOKLYN, , ,40.714269,-74.005973
163,1021416,192328,2015,1052015,1330,GRAND LARCENY,Y,L, , ,SIDEWALK,76-20,85 ROAD,79 STREET,76 STREET,QUEENS, , ,40.784833,-73.970362
164,1025321,191298,2015,1052015,1435,MISDEMEANOR,Y,L, , ,RESIDENCE,91-48,88 ROAD,WOODHAVEN BOULEVARD,DEAD END,QUEENS, , ,40.782001,-73.957731
165,1001231,241579,2015,1052015,1630,FEL  / ROBBERY,N,L, , ,STREET, , ,BRADHURST AVENUE,WEST 155 STREET,MANHATTAN, , ,40.822052,-73.944049
166,998957,169620,2015,1052015,1640,MIS/CPW,N,L, , ,SIDEWALK,1587,FLATBUSH AVENUE,EAST 31 STREET,NOSTRAND AVENUE,BROOKLYN, , ,40.714269,-74.005973
167,1009653,239020,2015,1052015,1710,FEL,N,L, , ,4TH FLOOR HALLWAY,905,EAGLE AVENUE,EAST 163 STREET,EAST 161 STREET,BRONX, , ,42.720386,-77.876295
168,986553,207131,2015,1052015,1753,MISD,Y,L, , , , , ,EAST 14 STREET,UNION SQUARE WEST,MANHATTAN, , ,40.7371,-73.990323
169,1001178,228894,2015,1052015,1754,FEL,N,L, , ,LOBBY,310,EAST 113 STREET,1 AVENUE,2 AVENUE,MANHATTAN, , ,40.794947,-73.93892
170,1001178,228894,2015,1052015,1754,FEL,N,L, , ,LOBBY,310,EAST 113 STREET,1 AVENUE,2 AVENUE,MANHATTAN, , ,40.794947,-73.93892
171,1001178,228894,2015,1052015,1754,FEL,N,L, , ,LOBBY,310,EAST 113 STREET,1 AVENUE,2 AVENUE,MANHATTAN, , ,40.794947,-73.93892
172,1001178,228894,2015,1052015,1754,FEL,N,L, , ,LOBBY,310,EAST 113 STREET,1 AVENUE,2 AVENUE,MANHATTAN, , ,40.794947,-73.93892
173,988002,214967,2015,1052015,1800,FEL,N,L, , ,SIDEWALK, , ,7 AVENUE,WEST 43 STREET,MANHATTAN, , ,40.754071,-73.980087
174,988002,214967,2015,1052015,1800,FEL,Y,L, , ,SIDEWALK, , ,7 AVENUE,WEST 43 STREET,MANHATTAN, , ,40.754071,-73.980087
175,1024126,201271,2015,1052015,1825,MISD,N,L, , ,SIDEWALK, , ,YELLOWSTONE BOULEVARD,GROTON STREET,QUEENS, , ,43.039066,-77.665093
176,1021510,267159,2015,1052015,1930,FEL/ROB,N,L, , ,STREET, , ,MARTHA AVENUE,EAST 238 STREET,BRONX, , ,43.190763,-77.803756
177,1021510,267159,2015,1052015,1930,FEL/ROB,N,L, , ,STREET, , ,MARTHA AVENUE,EAST 238 STREET,BRONX, , ,43.190763,-77.803756
178,999813,193497,2015,1052015,1950,FEL,N,L, , ,HALLWAY,200,THROOP AVENUE,MYRTLE AVENUE,PARK AVENUE,BROOKLYN, , ,43.062078,-77.224265
179,999871,238239,2015,1052015,2050,FELONY,N,L, , , ,2660,8 AVENUE,WEST 142 STREET,WEST 141 STREET,MANHATTAN, , ,40.736907,-74.005448
180,1016805,182472,2015,1052015,2305,BURGLARY`,N,L, , ,STAIRWELL,690,CLEVELAND STREET,LIVONIA AVENUE,DUMONT AVENUE,BROOKLYN, , ,40.722301,-73.997123
181,1020624,183701,2015,1052015,2305,BURGLARY,N,L, , ,STAIRWELL,690,CRESCENT STREET,DUMONT AVENUE,BLAKE AVENUE,BROOKLYN, , ,40.773221,-73.944751
182,1016805,182472,2015,1052015,2305,BURGLARY,N,L, , ,STAIRWELL,690,CLEVELAND STREET,LIVONIA AVENUE,DUMONT AVENUE,BROOKLYN, , ,40.722301,-73.997123
183,998331,212522,2015,1062015,10,FELONY,N,L, , ,STREET, , ,11 STREET,44 AVENUE,QUEENS, , ,40.754986,-73.980149
184,998331,212522,2015,1062015,10,FELONY,N,L, , ,STREET, , ,11 STREET,44 AVENUE,QUEENS, , ,40.754986,-73.980149
185,998331,212522,2015,1062015,10,FELONY,N,L, , ,STREET, , ,11 STREET,44 AVENUE,QUEENS, , ,40.754986,-73.980149
186,998331,212522,2015,1062015,10,FELONY,N,L, , ,STREET, , ,11 STREET,44 AVENUE,QUEENS, , ,40.754986,-73.980149
187,1001830,245494,2015,1062015,15,FELONY,N,L, , ,STREET/CAR, , ,AMSTERDAM AVENUE,WEST 169 STREET,MANHATTAN, , ,40.846803,-73.931851
188,984062,148717,2015,1062015,255,CPW,N,L, , ,PUBLIC SIDEWALK, , ,MERMAID AVENUE,WEST 35 STREET,BROOKLYN, , ,40.751659,-73.990134
189,1004155,251619,2015,1062015,255,FEL,N,L, , ,STREET,11,FORT GEORGE HILL,HILLSIDE AVENUE,FAIRVIEW AVENUE,MANHATTAN, , ,40.861141,-73.92514
190,1021785,191324,2015,1062015,1158,ASSAULT,Y,L, , ,STREET,77-01,JAMAICA AVENUE,78 STREET,77 STREET,QUEENS, , ,40.714269,-74.005973
191,1020519,184247,2015,1062015,1205,BURGLARY,Y,L, , ,SIDEWALK,632,CRESCENT STREET,BLAKE AVENUE,SUTTER AVENUE,BROOKLYN, , ,40.773221,-73.944751
192,1010273,252117,2015,1062015,1435,CPW/ATTEMPED MURDER OF P,N,L, , ,APT,2258,GRAND AVENUE,WEST 183 STREET,BUCHANAN PLACE,BRONX, , ,40.713249,-73.977586
193,1010273,252117,2015,1062015,1438,CPW/ATT MURDER OF PO,N,L, , ,APT 2A LIVING RM,2258,GRAND AVENUE,WEST 183 STREET,BUCHANAN PLACE,BRONX, , ,40.713249,-73.977586
194,1001672,241483,2015,1062015,1530,MISD,N,L, , ,STAIRCASE,2931,8 AVENUE,COLONIAL PARK HOUSES,WEST 155 STREET,MANHATTAN, , ,40.736907,-74.005448
195,1001672,241483,2015,1062015,1530,MISD,Y,L, , ,STAIRCASE,2931,8 AVENUE,COLONIAL PARK HOUSES,WEST 155 STREET,MANHATTAN, , ,40.736907,-74.005448
196,1001672,241483,2015,1062015,1530,MISD,N,L, , ,STAIRCASE,2931,8 AVENUE,COLONIAL PARK HOUSES,WEST 155 STREET,MANHATTAN, , ,40.736907,-74.005448
197,1041386,198879,2015,1062015,1545,ROBBERY,N,L, , ,STREET, , ,169 STREET,HIGHLAND AVENUE,QUEENS, , ,42.752488,-78.130744
198,1041386,198879,2015,1062015,1545,ROBBERY,N,L, , ,STREET, , ,169 STREET,HIGHLAND AVENUE,QUEENS, , ,42.752488,-78.130744
199,1041386,198879,2015,1062015,1545,ROBBERY,N,L, , ,STREET, , ,169 STREET,HIGHLAND AVENUE,QUEENS, , ,42.752488,-78.130744
200,996551,223272,2015,1062015,1600,MISD,Y,L, , ,STREET, , ,LEXINGTON AVENUE,EAST 86 STREET,MANHATTAN, , ,40.797944,-73.94212
201,1018389,207490,2015,1062015,1605,ROBBERY,Y,L, , ,SUBWAY STATION, , ,54 AVENUE,QUEENS BOULEVARD,QUEENS, , ,43.207419,-77.794101
202,985733,203753,2015,1062015,1650,FEL,N,L, , , , , ,LAFAYETTE STREET,BLEECKER STREET,MANHATTAN, , ,40.727866,-73.993147
203,991762,191847,2015,1062015,1725,PETIT LARC,N,L, , ,STREET, , ,CARLTON AVENUE,MYRTLE AVENUE,BROOKLYN, , ,43.042731,-77.089197
204,1006534,218030,2015,1062015,1840,FEL,N,L, , ,SIDEWALK,30-28,34 STREET,31 AVENUE,30 AVENUE,QUEENS, , ,40.747765,-73.982957
205,1006534,218030,2015,1062015,1840,FEL,N,L, , ,SIDEWALK,30-28,34 STREET,31 AVENUE,30 AVENUE,QUEENS, , ,40.747765,-73.982957
206,999560,243846,2015,1062015,1930,MISD,N,L, , ,BUILDING,25,FORT WASHINGTON AVENUE,WEST 160 STREET,BROADWAY,MANHATTAN, , ,40.836066,-73.944742
207,999560,243846,2015,1062015,1930,MISD,N,L, , ,BUILDING,25,FORT WASHINGTON AVENUE,WEST 160 STREET,BROADWAY,MANHATTAN, , ,40.836066,-73.944742
208,1021357,238494,2015,1062015,1948,MISD,Y,L, , ,LOBBY,800,SOUND VIEW AVENUE,ROSEDALE AVENUE,LAFAYETTE AVENUE,BRONX, , ,43.037578,-77.706051
209,1021302,213563,2015,1062015,2010,ASSAULT,N,L, , ,CAR, , ,37 AVENUE,101 STREET,QUEENS, , ,40.790651,-73.952491
210,1021302,213563,2015,1062015,2010,ASSAULT,N,L, , ,CAR, , ,37 AVENUE,101 STREET,QUEENS, , ,40.790651,-73.952491
211,1001602,212136,2015,1062015,2025,FELONY,N,L, , ,S/B PLATFORM, , ,JACKSON AVENUE,QUEENS BOULEVARD,QUEENS, , ,40.713554,-73.980852
212,1021850,239328,2015,1062015,2046,MISD,N,L, , ,SIDEWALK,1817,STORY AVENUE,TAYLOR AVENUE,ROSEDALE AVENUE,BRONX, , ,40.710392,-74.014455
213,1021850,239328,2015,1062015,2046,MISD,N,L, , ,SIDEWALK,1817,STORY AVENUE,TAYLOR AVENUE,ROSEDALE AVENUE,BRONX, , ,40.710392,-74.014455
214,1025345,204715,2015,1062015,2050,FEL/GLFA,N,L, , ,STREE/VEHICLE, , ,66 ROAD,102 STREET,QUEENS, , ,40.790723,-73.95094
215,1025190,239097,2015,1062015,2110,MISD,N,L, , ,STREET, , ,OLMSTEAD AVENUE,LAFAYETTE AVENUE,BRONX, , ,40.727866,-73.993147
216,997183,187256,2015,1062015,2130,ROBBERY,N,L, , ,SIDEWALK, , ,BEDFORD AVENUE,FULTON STREET,BROOKLYN, , ,40.728713,-74.003297
217,997467,172707,2015,1062015,2145,FEL,N,L, , ,PUBLIC STREET SIDEWALK, , ,AVENUE D,EAST 26 STREET,BROOKLYN, , ,40.724282,-73.975597
218,1012218,212509,2015,1062015,2150,GRAND LARCENY,N,L, , ,SIDEWALK,63-20,BROADWAY,64 STREET,63 STREET,QUEENS, , ,40.706118,-74.013009
219,1036686,181583,2015,1062015,2208,FELONY,N,L, , ,STREET, , ,130 STREET,150 AVENUE,QUEENS, , ,40.824815,-73.936759
220,1036686,181583,2015,1062015,2208,FELONY,N,L, , ,STREET, , ,130 STREET,150 AVENUE,QUEENS, , ,40.824815,-73.936759
221,999833,193363,2015,1062015,2230,ROBBERY,N,L, , ,SIDEWALK,212,THROOP AVENUE,MYRTLE AVENUE,PARK AVENUE,BROOKLYN, , ,43.062078,-77.224265
222,998830,224873,2015,1062015,2350,MISD,Y,L, , ,STORE,1849,2 AVENUE,EAST 96 STREET,EAST 95 STREET,MANHATTAN, , ,40.723723,-73.991256
223,1005985,222228,2015,1072015,10,FEL,N,L, , ,STREET, , ,21 STREET,24 AVENUE,QUEENS, , ,40.742434,-73.98936
224,1005985,222228,2015,1072015,10,FEL,N,L, , ,STREET, , ,21 STREET,24 AVENUE,QUEENS, , ,40.742434,-73.98936
225,1023776,212971,2015,1072015,30,FELONY,N,L, , ,STREET,109-23,ROOSEVELT AVENUE,111 STREET,108 STREET,QUEENS, , ,43.355741,-78.280101
226,1025555,192179,2015,1072015,30,ASSAULT,N,L, , ,STREET, , ,JAMAICA AVENUE,94 STREET,QUEENS, , ,40.786601,-73.956718
227,1018776,213553,2015,1072015,105,GRAND LARCENY AUTO,N,L, , ,CAR, , ,35 AVENUE,92 STREET,QUEENS, , ,40.784837,-73.956567
228,1010049,164176,2015,1072015,317,MISD,Y,L, , ,STREET, , ,AVENUE V,EAST 69 STREET,BROOKLYN, , ,40.770517,-73.968441
229,1001987,246722,2015,1072015,325,FELONY,N,L, , ,STREET,171,AUDUBON AVENUE,WEST 174 STREET,WEST 173 STREET,MANHATTAN, , ,40.843857,-73.935901
230,982103,198029,2015,1072015,825,MISD,N,L, , , , , ,FULTON STREET,NASSAU STREET,MANHATTAN, , ,40.706247,-74.003137
231,989219,223014,2015,1072015,848,FEL,N,L, , ,TRADER JOES SUPERMARKET, , ,BROADWAY,WEST 72 STREET,MANHATTAN, , ,40.741563,-73.981816
232,1002023,185894,2015,1072015,937,BURGLARY,N,L, , ,DELI CORNER, , ,TROY AVENUE,PACIFIC STREET,BROOKLYN, , ,43.034498,-77.740881
233,995808,235551,2015,1072015,940,MISD,N,L, , ,STAIRCASE,55,LASALLE STREET,BROADWAY,AMSTERDAM AVENUE,MANHATTAN, , ,40.812839,-73.957091
234,985048,202430,2015,1072015,1010,FEL,N,L, , , , , ,LAFAYETTE STREET,SPRING STREET,MANHATTAN, , ,40.727866,-73.993147
235,1001575,232339,2015,1072015,1035,FEL,N,L, , , , , ,LEXINGTON AVENUE,EAST 125 STREET,MANHATTAN, , ,40.80567,-73.936471
236,1010527,246151,2015,1072015,1200,GLA,Y,L, , ,STREET, , ,BELMONT STREET,CLAY AVENUE,BRONX, , ,43.231732,-77.031343
237,1010527,246151,2015,1072015,1200,GLA,Y,L, , ,STREET, , ,BELMONT STREET,CLAY AVENUE,BRONX, , ,43.231732,-77.031343
238,1010527,246151,2015,1072015,1200,GLA,Y,L, , ,STREET, , ,BELMONT STREET,CLAY AVENUE,BRONX, , ,43.231732,-77.031343
239,1010527,246151,2015,1072015,1200,GLA,Y,L, , ,STREET, , ,BELMONT STREET,CLAY AVENUE,BRONX, , ,43.231732,-77.031343
240,989210,219405,2015,1072015,1203,MISD,N,L, , ,STARBUCKS COFFEE SHOP, , ,BROADWAY,WEST 60 STREET,MANHATTAN, , ,40.741563,-73.981816
241,1000414,230243,2015,1072015,1215,FEL,N,L, , , , , ,LEXINGTON AVENUE,EAST 116 STREET,MANHATTAN, , ,40.797944,-73.94212
242,1054992,196946,2015,1072015,1300,FEL,N,L, , ,STREET, , ,212 STREET,111 AVENUE,QUEENS, , ,40.79458,-73.942176
243,1053299,197695,2015,1072015,1305,FEL,N,L, , ,STREET, , ,207 STREET,109 AVENUE,QUEENS, , ,40.802659,-73.964765
244,1001575,232339,2015,1072015,1307,FEL,N,L, , ,SB TRAIN, , ,LEXINGTON AVENUE,EAST 125 STREET,MANHATTAN, , ,40.80567,-73.936471
245,1001575,232339,2015,1072015,1307,FEL,N,L, , , , , ,LEXINGTON AVENUE,EAST 125 STREET,MANHATTAN, , ,40.80567,-73.936471
246,1004742,196383,2015,1072015,1330,MISD,Y,L, , ,STREET, , ,IRVING AVENUE,FLUSHING AVENUE,BROOKLYN, , ,40.73764,-73.98612
247,1004742,196383,2015,1072015,1330,MISD,Y,L, , ,STREET, , ,IRVING AVENUE,FLUSHING AVENUE,BROOKLYN, , ,40.73764,-73.98612
248,1046362,206394,2015,1072015,1330,BURGLARY,N,L, , ,STREET, , ,75 AVENUE,196 STREET,QUEENS, , ,40.860862,-73.928817
249,1001575,232339,2015,1072015,1400,MISD,N,L, , ,UNAUTH SALE OF FARECARD, , ,LEXINGTON AVENUE,EAST 125 STREET,MANHATTAN, , ,40.80567,-73.936471
250,1001575,232339,2015,1072015,1430,FEL,Y,L, , ,STREET, , ,LEXINGTON AVENUE,EAST 125 STREET,MANHATTAN, , ,40.80567,-73.936471
251,1001575,232339,2015,1072015,1430,FEL,Y,L, , ,STREET, , ,LEXINGTON AVENUE,EAST 125 STREET,MANHATTAN, , ,40.80567,-73.936471
252,996702,238102,2015,1072015,1448,FEL  / ROBBERY,Y,L, , ,SIDEWALK,3341,BROADWAY,WEST 136 STREET,WEST 135 STREET,MANHATTAN, , ,40.820097,-73.955075
253,986026,210060,2015,1072015,1512,FELONY,Y,L, , ,TEKSERVE,119,WEST 23 STREET,7 AVENUE,AVENUE OF THE AMERICAS,MANHATTAN, , ,40.739869,-73.98564
254,986026,210060,2015,1072015,1512,FELONY,N,L, , ,TEKSERVE,119,WEST 23 STREET,7 AVENUE,AVENUE OF THE AMERICAS,MANHATTAN, , ,40.739869,-73.98564
255,986894,189470,2015,1072015,1515,ASSAULT,N,L, , ,STREET, , ,BERGEN STREET,SMITH STREET,BROOKLYN, , ,43.223614,-76.817987
256,986894,189470,2015,1072015,1515,ASSAULT,N,L, , ,STREET, , ,BERGEN STREET,SMITH STREET,BROOKLYN, , ,43.223614,-76.817987
257,986894,189470,2015,1072015,1515,ASSAULT,N,L, , ,STREET, , ,SMITH STREET,BERGEN STREET,BROOKLYN, , ,42.96353,-77.229939
258,959346,164946,2015,1072015,1532,BURG,N,L, , ,HOUSE,34,CLAIRE COURT,DEAD END,HOWARD AVENUE,STATEN IS, , ,43.063603,-77.231198
259,1019159,210435,2015,1072015,1535,MISDEMEANOR,Y,L, , ,STREET,91-40,LAMONT AVENUE,FORLEY STREET,GLEANE STREET,QUEENS, , ,42.56464,-78.10394
260,992703,172059,2015,1072015,1536,BURGLARY,N,L, , ,BASEMENT,915,CORTELYOU ROAD,CONEY ISLAND AVENUE,EAST 9 STREET,BROOKLYN, , ,40.714269,-74.005973
261,1057380,195340,2015,1072015,1615,FEL,N,L, , ,STREET, , ,221 STREET,113 DRIVE,QUEENS, , ,40.801598,-73.954338
262,1058983,193726,2015,1072015,1630,FEL,N,L, , ,STREET, , ,115 AVENUE,228 STREET,QUEENS, , ,43.068815,-77.095559
263,984669,210807,2015,1072015,1630,FELONY,N,L, , ,SIDEWALK, , ,8 AVENUE,WEST 23 STREET,MANHATTAN, , ,40.741201,-73.98902
264,985145,203571,2015,1072015,1730,FEL,N,L, , , , , ,BROADWAY,EAST HOUSTON STREET,MANHATTAN, , ,40.725797,-73.99761
265,1008989,244415,2015,1072015,1815,FELONY,N,L, , ,STREET, , ,COLLEGE AVENUE,EAST 170 STREET,BRONX, , ,40.842436,-73.939255
266,998214,234205,2015,1072015,1840,MISD,N,L, , ,SIDEWALK,241,WEST 125 STREET,DOUGLASS BOULEVARD,POWELL BOULEVARD,MANHATTAN, , ,40.809528,-73.949166
267, , ,2015,1072015,1900,BURGLARY,Y,L, , ,ALLEYWAY, , ,82 DRIVE,GOETHALS AVENUE,QUEENS, , ,40.708562,-74.012476
268,989935,201043,2015,1072015,1925,FELONY,N,L, , ,STAIRWELL,140,COLUMBIA STREET,EAST HOUSTON STREET,RIVINGTON STREET,MANHATTAN, , ,40.719439,-73.978937
269, , ,2015,1072015,1928,MISD,Y,L, , , , , ,UNION SQUARE EAST,EAST 14 STREET,MANHATTAN, , ,40.734916,-73.990585
270,1007880,216732,2015,1072015,1940,FEL,N,L, , ,SIDEWALK,30-65,42 STREET,NEWTOWN ROAD,30 AVENUE,QUEENS, , ,40.752422,-73.978228
271,1007880,216732,2015,1072015,1940,FEL,N,L, , ,SIDEWALK,30-65,42 STREET,NEWTOWN ROAD,30 AVENUE,QUEENS, , ,40.752422,-73.978228
272,995181,175327,2015,1072015,2030,FEL,N,L, , , ,612,OCEAN AVENUE,ALBEMARLE ROAD,TENNIS COURT,BROOKLYN, , ,40.714269,-74.005973
273,1028119,187045,2015,1072015,2144,FELONY,N,L, , ,STREET,106-55,97 STREET,109 AVENUE,ROCKAWAY BOULEVARD,QUEENS, , ,40.787909,-73.953533
274,1028119,187045,2015,1072015,2144,FELONY,N,L, , ,STREET,106-55,97 STREET,109 AVENUE,ROCKAWAY BOULEVARD,QUEENS, , ,40.787909,-73.953533
275,1024467,180549,2015,1072015,2200,FELONY,N,L, , ,STREET, , ,78 STREET,156 AVENUE,QUEENS, , ,40.83224,-73.942499
276,960142,172906,2015,1072015,2220,ASSAULT,N,L, , ,PUBLIC SIDEWALK,280,JERSEY STREET,PAUW STREET,CARLYLE STREET,STATEN IS, , ,40.724072,-73.995351
277,1007162,179762,2015,1072015,2255,FEL,N,L, , , , , ,LENOX ROAD,EAST 98 STREET,BROOKLYN, , ,40.817281,-73.938538
278,963345,173201,2015,1072015,2320,CPW,N,L, , ,FERRY TERMINAL,1,RICHMOND TERRACE,WALL STREET,SOUTH STREET,STATEN IS, , ,42.826535,-77.53308
279,1024467,180549,2015,1072015,2343,FELONY,N,L, , ,STREET, , ,156 AVENUE,78 STREET,QUEENS, , ,40.774081,-73.959198
280,1024467,180549,2015,1072015,2343,FELONY,N,L, , ,STREET, , ,156 AVENUE,78 STREET,QUEENS, , ,40.774081,-73.959198
281,1002186,234514,2015,1072015,2345,MISD,Y,L, , ,HALLWAY,1980,PARK AVENUE,HARLEM RIVER DRIVE,EAST 132 STREET,MANHATTAN, , ,40.811572,-73.934575
282,1025333,268625,2015,1072015,2345,FEL,N,L, , ,STREET, , ,RICHARDSON AVENUE,EAST 241 STREET,BRONX, , ,43.198948,-77.128118
283,1006489,190021,2015,1082015,0,FEL,N,L, , ,STREET, , ,BROADWAY,MADISON STREET,BROOKLYN, , ,40.71197,-73.99777
284,1006489,190021,2015,1082015,1,FELONY,N,L, , ,STREET, , ,MADISON STREET,BROADWAY,BROOKLYN, , ,40.81848,-73.955293
285,1033332,187072,2015,1082015,5,FELONY,N,L, , ,STREET, , ,117 STREET,111 AVENUE,QUEENS, , ,40.799234,-73.952673
286,1034099,185724,2015,1082015,20,FELONY,N,L, , ,STREET, , ,118 STREET,ROCKAWAY BOULEVARD,QUEENS, , ,40.71385,-74.003198
287,990886,213048,2015,1082015,113,FEL,N,L, , , , , ,LEXINGTON AVENUE,EAST 42 STREET,MANHATTAN, , ,40.80567,-73.936471
288,1010792,191871,2015,1082015,130,MISD,N,L, , ,STREET, , ,SCHAEFER STREET,IRVING AVENUE,BROOKLYN, , ,40.71385,-74.003198
289,1003032,193334,2015,1082015,215,MISD,N,L, , ,STREET, , ,MYRTLE AVENUE,BUSHWICK AVENUE,BROOKLYN, , ,42.668675,-77.051514
290,1021632,249745,2015,1082015,310,GLA,N,L, , ,STREET / CAR,2054,WALLACE AVENUE,BRADY AVENUE,ANTIN PLACE,BRONX, , ,42.813451,-77.935627
291,1021632,249745,2015,1082015,310,GLA,N,L, , ,STREET / CAR,2054,WALLACE AVENUE,BRADY AVENUE,ANTIN PLACE,BRONX, , ,42.813451,-77.935627
292,1021632,249745,2015,1082015,310,GLA,N,L, , ,STREET / CAR,2054,WALLACE AVENUE,BRADY AVENUE,ANTIN PLACE,BRONX, , ,42.813451,-77.935627
293,1001723,195007,2015,1082015,400,FELONY,N,L, , ,STREET, , ,BUSHWICK AVENUE,FLUSHING AVENUE,BROOKLYN, , ,40.714269,-74.005973
294,1000710,244568,2015,1082015,915,MISD,N,L, , ,BUILDING,545,WEST 164 STREET,BROADWAY,SAINT NICHOLAS AVENUE,MANHATTAN, , ,40.837829,-73.940046
295,1000710,244568,2015,1082015,915,MISD,N,L, , ,BUILDING,545,WEST 164 STREET,BROADWAY,SAINT NICHOLAS AVENUE,MANHATTAN, , ,40.837829,-73.940046
296,1000710,244568,2015,1082015,915,MISD,N,L, , ,BUILDING,545,WEST 164 STREET,BROADWAY,SAINT NICHOLAS AVENUE,MANHATTAN, , ,40.837829,-73.940046
297,1019609,242482,2015,1082015,931,MISD,N,L, , ,STREET, , ,EAST 172 STREET,FTELEY AVENUE,BRONX, , ,40.842915,-73.93659
298,994583,167882,2015,1082015,1144,FELONY/ROBBERY,N,L, , ,SIDEWALK, , ,EAST 14 STREET,AVENUE I,BROOKLYN, , ,40.735203,-73.991692
299,1009859,222008,2015,1082015,1205,FEL,N,L, , ,APT LOBBY,21-28,35 STREET,DITMARS BOULEVARD,21 AVENUE,QUEENS, , ,40.748253,-73.982305
300,1027195,187320,2015,1082015,1245,FELONY,N,L, , ,STREET,103-54,94 STREET,LIBERTY AVENUE,ROCKAWAY BOULEVARD,QUEENS, , ,40.785696,-73.954856
301,1027186,187352,2015,1082015,1245,FELONY,N,L, , ,STREET, , ,ROCKAWAY BOULEVARD,94 STREET,QUEENS, , ,40.792753,-73.971316
302, , ,2015,1082015,1255,MISD,Y,L, , ,MEZZ, , ,UNION SQUARE EAST,EAST 14 STREET,MANHATTAN, , ,40.734916,-73.990585
303,1001575,232339,2015,1082015,1307,FEL,N,L, , , , , ,LEXINGTON AVENUE,EAST 125 STREET,MANHATTAN, , ,40.80567,-73.936471
304,990886,213048,2015,1082015,1313,FEL,N,L, , , , , ,LEXINGTON AVENUE,EAST 42 STREET,MANHATTAN, , ,40.80567,-73.936471
305,987078,215157,2015,1082015,1330,FEL,N,L, , ,MEZZ, , ,8 AVENUE,WEST 42 STREET,MANHATTAN, , ,40.753318,-73.980751
306,1009105,221945,2015,1082015,1355,FEL,N,L, , ,STREET, , ,DITMARS BOULEVARD,32 STREET,QUEENS, , ,40.749705,-73.991563
307,987696,170966,2015,1082015,1400,BURGLARY,N,L, , ,STREET, , ,14 AVENUE,45 STREET,BROOKLYN, , ,40.755509,-73.979825
308,1015175,200313,2015,1082015,1410,MISD,N,L, , ,STREET, , ,62 DRIVE,69 STREET,QUEENS, , ,40.774964,-73.978747
309,1015175,200313,2015,1082015,1410,CPCS,N,L, , ,STREET, , ,62 DRIVE,69 STREET,QUEENS, , ,40.774964,-73.978747
310,1013129,205801,2015,1082015,1420,FELONY,N,L, , ,STREET, , ,53 AVENUE,69 STREET,QUEENS, , ,40.769505,-73.966386
311,1001575,232339,2015,1082015,1425,MISD,Y,L, , , , , ,LEXINGTON AVENUE,EAST 125 STREET,MANHATTAN, , ,40.80567,-73.936471
312,1010533,236370,2015,1082015,1425,CRIMINAL TRESPASS,Y,L, , ,HALLWAY 3RD FLOOR,815,EAST 152 STREET,UNION AVENUE,TINTON AVENUE,BRONX, , ,40.831695,-73.949255
313,1010533,236370,2015,1082015,1435,CRIMINAL TRESPASS,Y,L, , ,HALLWAY,815,EAST 152 STREET,UNION AVENUE,TINTON AVENUE,BRONX, , ,40.831695,-73.949255
314,1025638,207087,2015,1082015,1444,FEL/GLA,N,L, , ,STREET, , ,63 AVENUE,108 STREET,QUEENS, , ,40.794806,-73.948215
315,939363,169442,2015,1082015,1500,FELONY,N,L, , ,HARBOR HOUSES, , ,LOCKMAN AVENUE,BRABANT STREET,STATEN IS, , ,40.714269,-74.005973
316,965746,154361,2015,1082015,1500,BURG,N,L, , ,RESIDENTIAL/COMMERCIAL, , ,CAPODANNO BOULEVARD,SAND LANE,STATEN IS, , ,43.085781,-77.550266
317,965746,154361,2015,1082015,1500,BURG,N,L, , ,RESIDENTIAL/COMMERCIAL, , ,CAPODANNO BOULEVARD,SAND LANE,STATEN IS, , ,43.085781,-77.550266
