,SeasonYear,Date,DayofWeek,LocationName,GreenwayDirection,LocationType,Joggers,Walkers,TotalCitibikes
301,Fall 2014,27-Sep-14,Saturday,Route 9A Greenway at 11th St.,SB,Greenway,21,4,29.0
302,Fall 2014,27-Sep-14,Saturday,Route 9A Greenway at 11th St.,NB,Greenway,13,0,33.0
303,Fall 2014,27-Sep-14,Saturday,Route 9A Greenway at 11th St.,SB,Greenway,12,0,31.0
304,Fall 2014,27-Sep-14,Saturday,Route 9A Greenway at 11th St.,NB,Greenway,7,3,47.0
305,Fall 2014,27-Sep-14,Saturday,Route 9A Greenway at 11th St.,SB,Greenway,13,4,32.0
306,Fall 2014,27-Sep-14,Saturday,Route 9A Greenway at 11th St.,SB,Greenway,11,0,22.0
307,Fall 2014,27-Sep-14,Saturday,Route 9A Greenway at 11th St.,NB,Greenway,9,3,27.0
308,Fall 2014,27-Sep-14,Saturday,Route 9A Greenway at 11th St.,NB,Greenway,13,1,30.0
309,Fall 2014,27-Sep-14,Saturday,Route 9A Greenway at 11th St.,SB,Greenway,13,2,21.0
310,Fall 2014,27-Sep-14,Saturday,Route 9A Greenway at 11th St.,NB,Greenway,4,1,25.0
311,Fall 2014,27-Sep-14,Saturday,Route 9A Greenway at 11th St.,SB,Greenway,14,3,20.0
312,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 11th St.,SB,Greenway,2,0,21.0
313,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 11th St.,NB,Greenway,17,1,7.0
314,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 11th St.,NB,Greenway,9,0,16.0
315,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 11th St.,SB,Greenway,16,2,21.0
316,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 11th St.,NB,Greenway,10,0,14.0
317,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 11th St.,SB,Greenway,13,0,35.0
318,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 11th St.,NB,Greenway,7,2,10.0
319,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 11th St.,SB,Greenway,6,1,33.0
320,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 11th St.,NB,Greenway,3,0,25.0
321,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 11th St.,SB,Greenway,6,1,40.0
322,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 11th St.,SB,Greenway,6,1,42.0
323,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 11th St.,NB,Greenway,4,0,14.0
324,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 11th St.,SB,Greenway,7,1,31.0
325,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 11th St.,NB,Greenway,5,2,18.0
326,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 11th St.,NB,Greenway,4,0,14.0
327,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 11th St.,SB,Greenway,1,0,17.0
328,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 11th St.,SB,Greenway,3,1,10.0
329,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 11th St.,NB,Greenway,4,1,13.0
330,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 11th St.,SB,Greenway,0,0,11.0
331,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 11th St.,NB,Greenway,4,2,9.0
332,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 11th St.,SB,Greenway,3,0,14.0
333,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 11th St.,NB,Greenway,5,0,5.0
334,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 11th St.,SB,Greenway,3,1,6.0
335,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 11th St.,NB,Greenway,2,2,13.0
336,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 11th St.,SB,Greenway,0,0,9.0
337,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 11th St.,NB,Greenway,1,2,11.0
338,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 11th St.,NB,Greenway,5,0,15.0
339,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 11th St.,SB,Greenway,5,1,12.0
340,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 11th St.,SB,Greenway,2,0,4.0
341,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 11th St.,NB,Greenway,5,0,16.0
342,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 11th St.,NB,Greenway,5,0,8.0
343,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 11th St.,SB,Greenway,3,1,10.0
344,Fall 2014,,,Route 9A Greenway at 11th St.,SB,Greenway,3,0,
345,Fall 2014,,,Route 9A Greenway at 11th St.,NB,Greenway,1,0,13.0
346,Fall 2014,,,Route 9A Greenway at 11th St.,SB,Greenway,2,3,6.0
347,Fall 2014,,,Route 9A Greenway at 11th St.,NB,Greenway,4,3,16.0
348,Fall 2014,,,Route 9A Greenway at 11th St.,NB,Greenway,7,1,24.0
349,Fall 2014,,,Route 9A Greenway at 11th St.,SB,Greenway,2,4,14.0
350,Fall 2014,,,Route 9A Greenway at 11th St.,SB,Greenway,2,4,15.0
351,Fall 2014,,,Route 9A Greenway at 11th St.,NB,Greenway,14,0,47.0
352,Fall 2014,,,Route 9A Greenway at 11th St.,SB,Greenway,3,3,24.0
353,Fall 2014,,,Route 9A Greenway at 11th St.,NB,Greenway,12,0,40.0
354,Fall 2014,,,Route 9A Greenway at 11th St.,NB,Greenway,8,0,29.0
355,Fall 2014,,,Route 9A Greenway at 11th St.,SB,Greenway,1,2,16.0
356,Fall 2014,,,Route 9A Greenway at 11th St.,SB,Greenway,2,4,24.0
357,Fall 2014,,,Route 9A Greenway at 11th St.,NB,Greenway,17,1,43.0
358,Fall 2014,,,Route 9A Greenway at 11th St.,NB,Greenway,17,0,44.0
359,Fall 2014,,,Route 9A Greenway at 11th St.,SB,Greenway,3,7,29.0
360,Fall 2014,23-Sep-14,Thursday,Route 9A Greenway at 125th St.,NB,Greenway,0,1,
361,Fall 2014,23-Sep-14,Thursday,Route 9A Greenway at 125th St.,SB,Greenway,1,0,
362,Fall 2014,23-Sep-14,Thursday,Route 9A Greenway at 125th St.,NB,Greenway,1,0,
363,Fall 2014,23-Sep-14,Thursday,Route 9A Greenway at 125th St.,SB,Greenway,2,1,
364,Fall 2014,23-Sep-14,Thursday,Route 9A Greenway at 125th St.,SB,Greenway,0,1,
365,Fall 2014,23-Sep-14,Thursday,Route 9A Greenway at 125th St.,NB,Greenway,2,0,
366,Fall 2014,23-Sep-14,Thursday,Route 9A Greenway at 125th St.,SB,Greenway,5,0,
367,Fall 2014,23-Sep-14,Thursday,Route 9A Greenway at 125th St.,NB,Greenway,3,0,
368,Fall 2014,23-Sep-14,Thursday,Route 9A Greenway at 125th St.,NB,Greenway,1,2,
369,Fall 2014,23-Sep-14,Thursday,Route 9A Greenway at 125th St.,SB,Greenway,1,0,
370,Fall 2014,23-Sep-14,Thursday,Route 9A Greenway at 125th St.,SB,Greenway,2,0,
371,Fall 2014,23-Sep-14,Thursday,Route 9A Greenway at 125th St.,NB,Greenway,1,1,
372,Fall 2014,23-Sep-14,Thursday,Route 9A Greenway at 125th St.,NB,Greenway,1,0,
373,Fall 2014,23-Sep-14,Thursday,Route 9A Greenway at 125th St.,SB,Greenway,1,0,
374,Fall 2014,23-Sep-14,Thursday,Route 9A Greenway at 125th St.,SB,Greenway,0,1,
375,Fall 2014,23-Sep-14,Thursday,Route 9A Greenway at 125th St.,NB,Greenway,0,0,
376,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 125th St.,SB,Greenway,0,2,
377,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 125th St.,NB,Greenway,1,2,
378,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 125th St.,NB,Greenway,1,3,
379,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 125th St.,SB,Greenway,0,2,
380,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 125th St.,NB,Greenway,0,5,
381,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 125th St.,SB,Greenway,1,2,
382,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 125th St.,SB,Greenway,1,7,
383,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 125th St.,NB,Greenway,2,5,
384,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 125th St.,SB,Greenway,1,6,
385,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 125th St.,NB,Greenway,3,3,
386,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 125th St.,SB,Greenway,5,4,
387,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 125th St.,NB,Greenway,3,2,
388,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 125th St.,SB,Greenway,2,3,
389,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 125th St.,NB,Greenway,1,4,
390,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 125th St.,SB,Greenway,0,6,
391,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 125th St.,NB,Greenway,1,6,
392,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 125th St.,NB,Greenway,1,5,
393,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 125th St.,SB,Greenway,1,3,
394,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 125th St.,NB,Greenway,2,3,1.0
395,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 125th St.,SB,Greenway,2,1,1.0
396,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 125th St.,NB,Greenway,3,3,
397,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 125th St.,SB,Greenway,4,4,
398,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 125th St.,SB,Greenway,3,2,
399,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 125th St.,NB,Greenway,3,11,
400,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 125th St.,SB,Greenway,2,9,
401,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 125th St.,NB,Greenway,2,12,
402,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 125th St.,NB,Greenway,3,1,
403,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 125th St.,SB,Greenway,3,1,
404,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 125th St.,SB,Greenway,1,9,
405,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 125th St.,NB,Greenway,2,7,
406,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 125th St.,SB,Greenway,5,5,
407,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 125th St.,NB,Greenway,9,9,
408,Fall 2014,20-Sep-14,Saturday,Route 9A Greenway at 80th St.,SB,Greenway,41,20,
409,Fall 2014,20-Sep-14,Saturday,Route 9A Greenway at 80th St.,NB,Greenway,39,17,
410,Fall 2014,20-Sep-14,Saturday,Route 9A Greenway at 80th St.,NB,Greenway,50,20,
411,Fall 2014,20-Sep-14,Saturday,Route 9A Greenway at 80th St.,SB,Greenway,84,29,
412,Fall 2014,20-Sep-14,Saturday,Route 9A Greenway at 80th St.,NB,Greenway,42,16,1.0
413,Fall 2014,20-Sep-14,Saturday,Route 9A Greenway at 80th St.,SB,Greenway,57,31,
414,Fall 2014,20-Sep-14,Saturday,Route 9A Greenway at 80th St.,SB,Greenway,32,20,
415,Fall 2014,20-Sep-14,Saturday,Route 9A Greenway at 80th St.,NB,Greenway,51,27,
416,Fall 2014,20-Sep-14,Saturday,Route 9A Greenway at 80th St.,SB,Greenway,28,34,1.0
417,Fall 2014,20-Sep-14,Saturday,Route 9A Greenway at 80th St.,NB,Greenway,23,29,
418,Fall 2014,20-Sep-14,Saturday,Route 9A Greenway at 80th St.,SB,Greenway,43,33,
419,Fall 2014,20-Sep-14,Saturday,Route 9A Greenway at 80th St.,NB,Greenway,42,33,
420,Fall 2014,20-Sep-14,Saturday,Route 9A Greenway at 80th St.,NB,Greenway,35,18,
421,Fall 2014,20-Sep-14,Saturday,Route 9A Greenway at 80th St.,SB,Greenway,36,42,2.0
422,Fall 2014,20-Sep-14,Saturday,Route 9A Greenway at 80th St.,NB,Greenway,36,17,
423,Fall 2014,20-Sep-14,Saturday,Route 9A Greenway at 80th St.,SB,Greenway,24,37,
424,Fall 2014,20-Sep-14,Saturday,Route 9A Greenway at 80th St.,NB,Greenway,37,22,
425,Fall 2014,20-Sep-14,Saturday,Route 9A Greenway at 80th St.,SB,Greenway,29,43,1.0
426,Fall 2014,20-Sep-14,Saturday,Route 9A Greenway at 80th St.,SB,Greenway,23,32,
427,Fall 2014,20-Sep-14,Saturday,Route 9A Greenway at 80th St.,NB,Greenway,22,30,
428,Fall 2014,20-Sep-14,Saturday,Route 9A Greenway at 80th St.,SB,Greenway,26,25,
429,Fall 2014,20-Sep-14,Saturday,Route 9A Greenway at 80th St.,NB,Greenway,25,14,
430,Fall 2014,20-Sep-14,Saturday,Route 9A Greenway at 80th St.,NB,Greenway,19,29,2.0
431,Fall 2014,20-Sep-14,Saturday,Route 9A Greenway at 80th St.,SB,Greenway,21,60,
432,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 80th St.,NB,Greenway,24,10,
433,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 80th St.,SB,Greenway,29,8,
434,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 80th St.,SB,Greenway,27,7,
435,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 80th St.,NB,Greenway,32,5,
436,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 80th St.,SB,Greenway,26,10,
437,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 80th St.,NB,Greenway,23,8,
438,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 80th St.,SB,Greenway,23,13,2.0
439,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 80th St.,NB,Greenway,15,8,
440,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 80th St.,NB,Greenway,20,15,
441,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 80th St.,SB,Greenway,18,14,
442,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 80th St.,NB,Greenway,16,7,
443,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 80th St.,SB,Greenway,16,17,
444,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 80th St.,SB,Greenway,18,12,
445,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 80th St.,NB,Greenway,15,10,
446,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 80th St.,NB,Greenway,18,9,
447,Fall 2014,18-Sep-14,Thursday,Route 9A Greenway at 80th St.,SB,Greenway,8,9,
448,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 80th St.,SB,Greenway,6,14,
449,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 80th St.,NB,Greenway,9,10,
450,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 80th St.,NB,Greenway,5,7,1.0
451,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 80th St.,SB,Greenway,8,5,1.0
452,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 80th St.,NB,Greenway,10,9,
453,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 80th St.,SB,Greenway,8,8,
454,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 80th St.,SB,Greenway,17,21,
455,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 80th St.,NB,Greenway,16,5,
456,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 80th St.,SB,Greenway,9,6,
457,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 80th St.,NB,Greenway,10,13,
458,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 80th St.,SB,Greenway,9,12,1.0
459,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 80th St.,NB,Greenway,5,13,1.0
460,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 80th St.,SB,Greenway,8,18,
461,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 80th St.,NB,Greenway,11,14,
462,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 80th St.,SB,Greenway,3,12,
463,Fall 2014,17-Sep-14,Wednesday,Route 9A Greenway at 80th St.,NB,Greenway,10,13,
464,Fall 2014,16-Sep-14,Tuesday,Route 9A Greenway at 80th St.,NB,Greenway,7,7,
465,Fall 2014,16-Sep-14,Tuesday,Route 9A Greenway at 80th St.,SB,Greenway,8,10,
466,Fall 2014,16-Sep-14,Tuesday,Route 9A Greenway at 80th St.,NB,Greenway,11,5,
467,Fall 2014,16-Sep-14,Tuesday,Route 9A Greenway at 80th St.,SB,Greenway,22,6,
468,Fall 2014,16-Sep-14,Tuesday,Route 9A Greenway at 80th St.,NB,Greenway,29,6,
469,Fall 2014,16-Sep-14,Tuesday,Route 9A Greenway at 80th St.,SB,Greenway,12,9,
470,Fall 2014,16-Sep-14,Tuesday,Route 9A Greenway at 80th St.,NB,Greenway,13,2,
471,Fall 2014,16-Sep-14,Tuesday,Route 9A Greenway at 80th St.,SB,Greenway,23,7,
472,Fall 2014,16-Sep-14,Tuesday,Route 9A Greenway at 80th St.,NB,Greenway,24,11,
473,Fall 2014,16-Sep-14,Tuesday,Route 9A Greenway at 80th St.,SB,Greenway,14,9,
474,Fall 2014,16-Sep-14,Tuesday,Route 9A Greenway at 80th St.,NB,Greenway,14,15,4.0
475,Fall 2014,16-Sep-14,Tuesday,Route 9A Greenway at 80th St.,SB,Greenway,15,6,3.0
476,Fall 2014,16-Sep-14,Tuesday,Route 9A Greenway at 80th St.,NB,Greenway,19,20,
477,Fall 2014,16-Sep-14,Tuesday,Route 9A Greenway at 80th St.,SB,Greenway,16,11,
478,Fall 2014,16-Sep-14,Tuesday,Route 9A Greenway at 80th St.,NB,Greenway,40,14,
479,Fall 2014,16-Sep-14,Tuesday,Route 9A Greenway at 80th St.,SB,Greenway,28,15,1.0
