40.749494,-73.998514
40.789474,-73.957394
40.784362,-73.973891
40.784362,-73.973891
40.784362,-73.973891
40.784362,-73.973891
40.729495,-74.006973
43.355741,-78.280101
40.720323,-73.994035
40.784767,-73.954466
40.714269,-74.005973
40.722819,-73.993089
40.759096,-73.998288
40.710147,-73.990388
40.80567,-73.936471
40.800664,-73.946462
40.7536,-73.99416
40.714269,-74.005973
40.844007,-73.935904
40.736752,-74.000914
43.063216,-77.223654
40.752668,-73.982824
40.752668,-73.982824
40.752668,-73.982824
40.74079,-73.983812
40.75846,-73.978497
40.742644,-73.982462
40.708166,-74.008788
40.829356,-73.949476
40.756674,-73.978754
40.777562,-73.982078
40.714269,-74.005973
40.69123,-74.019102
40.69123,-74.019102
43.196179,-76.901324
43.196179,-76.901324
43.196179,-76.901324
40.845179,-73.933563
40.714269,-74.005973
40.741474,-74.008716
40.741474,-74.008716
40.805057,-73.939034
40.751343,-73.9817
40.805136,-73.945239
40.795054,-73.933156
40.714269,-74.005973
40.741563,-73.981816
40.722627,-73.979101
40.714269,-74.005973
40.794786,-73.964303
40.86616,-73.918482
40.714269,-74.005973
40.714269,-74.005973
40.795612,-73.965455
40.81776,-73.947441
40.766769,-73.966921
40.70587,-74.013254
43.164427,-77.831735
42.499938,-77.567579
40.738274,-73.991233
40.71385,-74.003198
42.705524,-78.021618
43.038574,-77.699017
40.732448,-74.005462
40.781532,-73.960416
40.797944,-73.94212
43.022756,-77.044834
40.733215,-74.003031
40.733215,-74.003031
40.714269,-74.005973
40.72191,-73.977245
40.719933,-73.978752
42.650982,-77.038062
40.853718,-73.9268
40.723794,-74.000367
40.723794,-74.000367
40.775671,-73.976552
40.714269,-74.005973
40.756208,-73.979187
40.735203,-73.991692
40.735203,-73.991692
40.735203,-73.991692
40.763364,-73.970852
40.714269,-74.005973
40.714269,-74.005973
40.714269,-74.005973
40.754585,-73.999143
40.776654,-73.959774
40.79996,-73.946973
40.79996,-73.946973
40.833098,-73.940653
40.714269,-74.005973
40.714269,-74.005973
40.714269,-74.005973
40.714269,-74.005973
40.714269,-74.005973
40.714269,-74.005973
40.714269,-74.005973
40.714269,-74.005973
40.797944,-73.94212
40.797944,-73.94212
42.825544,-77.533064
42.825544,-77.533064
42.825544,-77.533064
42.825544,-77.533064
40.842915,-73.93659
40.718529,-73.976637
40.718529,-73.976637
40.838077,-73.93623
40.714269,-74.005973
42.616785,-77.402351
42.616785,-77.402351
40.718025,-74.003046
40.728929,-73.990359
40.84552,-73.934686
40.84552,-73.934686
40.84552,-73.934686
43.160238,-77.446186
40.733242,-73.981127
40.733242,-73.981127
40.733242,-73.981127
40.73652,-73.990726
40.714269,-74.005973
40.858744,-73.930121
40.709583,-73.997934
40.733215,-74.003031
40.733215,-74.003031
40.714269,-74.005973
40.714269,-74.005973
42.97014,-77.08384
40.729957,-73.990784
40.794284,-73.951111
40.791304,-73.940268
42.858851,-78.127898
43.001058,-77.489677
40.714269,-74.005973
40.713249,-73.977586
